id,state,disease,count,percentage,SI_index
13,Georgia,peripheral vascular disease,0,0.0,0.0
13,Georgia,poliomyelitis,0,0.0,0.0
13,Georgia,reactive attachment disorder,0,0.0,0.0
13,Georgia,schizoid personality disorder,0,0.0,0.0
13,Georgia,streptococcal pharyngitis,0,0.0,0.0
13,Georgia,termination of pregnancy,0,0.0,0.0
66,Guam,depression,480,27.71,-32.8960833333
66,Guam,anxiety,316,18.24,-37.3046202531
66,Guam,cancer,291,16.8,-33.2012371134
66,Guam,headache,93,5.37,-30.7494623656
66,Guam,fever,84,4.85,9.24178571429
66,Guam,burns,71,4.1,-20.7612676056
66,Guam,acne,64,3.7,-13.1825
66,Guam,diabetes,46,2.66,-11.1963043478
66,Guam,flu,33,1.91,-12.0921212121
66,Guam,obesity,22,1.27,-22.4027272728
66,Guam,scars,20,1.15,7.66449999996
66,Guam,brain cancer,17,0.98,-37.4876470588
66,Guam,hiv,16,0.92,-43.866875
66,Guam,autism,15,0.87,16.3913333334
66,Guam,miscarriage,15,0.87,-31.594
66,Guam,phobia,9,0.52,-20.9744444444
66,Guam,lung cancer,8,0.46,-55.74
66,Guam,dyslexia,7,0.4,0.0
66,Guam,itching,7,0.4,-10.17
66,Guam,aids,6,0.35,-38.1516666667
66,Guam,prostate cancer,6,0.35,27.4366666667
66,Guam,allergy,5,0.29,-23.698
66,Guam,breast cancer,5,0.29,-64.646
66,Guam,cholesterol,5,0.29,1.832
66,Guam,disabilities,5,0.29,30.298
66,Guam,eating disorders,5,0.29,-51.06
66,Guam,asthma,4,0.23,-3.895
66,Guam,back pain,4,0.23,-40.24
66,Guam,diarrhea,4,0.23,23.385
66,Guam,hepatitis,4,0.23,10.735
66,Guam,panic attack,4,0.23,-60.705
66,Guam,snoring,4,0.23,19.525
66,Guam,bipolar disorder,3,0.17,-83.5266666667
66,Guam,down syndrome,3,0.17,-40.2833333333
66,Guam,fracture,3,0.17,1.28333333333
66,Guam,gonorrhea,3,0.17,39.9666666667
66,Guam,heartburn,3,0.17,-25.9
66,Guam,hypertension,3,0.17,2.89333333333
66,Guam,memory loss,3,0.17,-33.95
66,Guam,sunburn,3,0.17,51.58
66,Guam,tuberculosis,3,0.17,-25.1466666667
66,Guam,anemia,2,0.12,-50.17
66,Guam,arthritis,2,0.12,0.0
66,Guam,gout,2,0.12,0.0
66,Guam,heart failure,2,0.12,-72.805
66,Guam,malaria,2,0.12,-40.775
66,Guam,parkinson's disease,2,0.12,21.075
66,Guam,alopecia,1,0.06,-5.16
66,Guam,brain tumor,1,0.06,0.0
66,Guam,colorectal cancer,1,0.06,-65.97
66,Guam,dehydration,1,0.06,44.04
66,Guam,epilepsy,1,0.06,-47.67
66,Guam,erectile dysfunction,1,0.06,-42.15
66,Guam,fibromyalgia,1,0.06,16.8
66,Guam,hemorrhoids,1,0.06,0.0
66,Guam,infectious diseases,1,0.06,-27.32
66,Guam,influenza,1,0.06,42.15
66,Guam,joint pain,1,0.06,-51.06
66,Guam,multiple sclerosis,1,0.06,0.0
66,Guam,muscle fatigue,1,0.06,2.58
66,Guam,ovarian cancer,1,0.06,-65.97
66,Guam,pneumonia,1,0.06,7.72
66,Guam,schizophrenia,1,0.06,40.19
66,Guam,sclerosis,1,0.06,0.0
66,Guam,wart,1,0.06,-55.74
66,Guam,acute bronchitis,0,0.0,0.0
66,Guam,acute respiratory syndrome,0,0.0,0.0
66,Guam,altitude sickness,0,0.0,0.0
66,Guam,alzheimer's disease,0,0.0,0.0
66,Guam,andropause,0,0.0,0.0
66,Guam,anorexia nervosa,0,0.0,0.0
66,Guam,antisocial personality disorder,0,0.0,0.0
66,Guam,asperger syndrome,0,0.0,0.0
66,Guam,avoidant personality disorder,0,0.0,0.0
66,Guam,bad breath,0,0.0,0.0
66,Guam,bedwetting,0,0.0,0.0
66,Guam,benign prostatic hyperplasia,0,0.0,0.0
66,Guam,bladder cancer,0,0.0,0.0
66,Guam,body dysmorphic disorder,0,0.0,0.0
66,Guam,bone cancer,0,0.0,0.0
66,Guam,borderline personality disorder,0,0.0,0.0
66,Guam,bovine spongiform encephalopathy,0,0.0,0.0
66,Guam,bursitis,0,0.0,0.0
66,Guam,candidiasis,0,0.0,0.0
66,Guam,canker sores,0,0.0,0.0
66,Guam,cardiovascular disease,0,0.0,0.0
66,Guam,carpal tunnel syndrome,0,0.0,0.0
66,Guam,celiac disease,0,0.0,0.0
66,Guam,cervical cancer,0,0.0,0.0
66,Guam,chronic childhood arthritis,0,0.0,0.0
66,Guam,conjunctivitis,0,0.0,0.0
66,Guam,cradle cap,0,0.0,0.0
66,Guam,crohn's disease,0,0.0,0.0
66,Guam,dandruff,0,0.0,0.0
66,Guam,deafness,0,0.0,0.0
66,Guam,deep vein thrombosis,0,0.0,0.0
66,Guam,dependent personality disorder,0,0.0,0.0
66,Guam,dermatitis,0,0.0,0.0
66,Guam,diabetes mellitus,0,0.0,0.0
66,Guam,dissociative identity disorder,0,0.0,0.0
66,Guam,diverticulitis,0,0.0,0.0
66,Guam,dysfunctional uterine bleeding,0,0.0,0.0
66,Guam,ear infections,0,0.0,0.0
66,Guam,ear problems,0,0.0,0.0
66,Guam,edwards syndrome,0,0.0,0.0
66,Guam,endometriosis,0,0.0,0.0
66,Guam,eye problems,0,0.0,0.0
66,Guam,freckle,0,0.0,0.0
66,Guam,gallbladder disease,0,0.0,0.0
66,Guam,gallstone,0,0.0,0.0
66,Guam,gastroesophageal reflux,0,0.0,0.0
66,Guam,genitak wart,0,0.0,0.0
66,Guam,gloerulonephritis,0,0.0,0.0
66,Guam,gum diseases,0,0.0,0.0
66,Guam,gynecomastia,0,0.0,0.0
66,Guam,head lice,0,0.0,0.0
66,Guam,heal pain,0,0.0,0.0
66,Guam,heart stroke,0,0.0,0.0
66,Guam,hemorrhage,0,0.0,0.0
66,Guam,herniated discs,0,0.0,0.0
66,Guam,herpes simplex,0,0.0,0.0
66,Guam,hiatal hernia,0,0.0,0.0
66,Guam,historic personality disorder,0,0.0,0.0
66,Guam,hives,0,0.0,0.0
66,Guam,hyperglycemia,0,0.0,0.0
66,Guam,hyperthyroidism,0,0.0,0.0
66,Guam,hypothyroidism,0,0.0,0.0
66,Guam,infectious mononucleosis,0,0.0,0.0
66,Guam,infertility,0,0.0,0.0
66,Guam,iron deficiency anemia,0,0.0,0.0
66,Guam,irritable bowel syndrome,0,0.0,0.0
66,Guam,irritable male syndrome,0,0.0,0.0
66,Guam,irritant diaper dermatitis,0,0.0,0.0
66,Guam,juvenile diabetes,0,0.0,0.0
66,Guam,kidney stone,0,0.0,0.0
66,Guam,leukemia,0,0.0,0.0
66,Guam,liver tumour,0,0.0,0.0
66,Guam,melena,0,0.0,0.0
66,Guam,menopause,0,0.0,0.0
66,Guam,mesothelioma,0,0.0,0.0
66,Guam,mucus in stool,0,0.0,0.0
66,Guam,muocardinal infraction,0,0.0,0.0
66,Guam,muscle cramps,0,0.0,0.0
66,Guam,muscle pain,0,0.0,0.0
66,Guam,nail biting,0,0.0,0.0
66,Guam,neck pain,0,0.0,0.0
66,Guam,nephropathy,0,0.0,0.0
66,Guam,obsessive compulsive disorder,0,0.0,0.0
66,Guam,osteoarthritis,0,0.0,0.0
66,Guam,osteomyelitis,0,0.0,0.0
66,Guam,osteoporosis,0,0.0,0.0
66,Guam,paranoid personality disorder,0,0.0,0.0
66,Guam,penis enlargement,0,0.0,0.0
66,Guam,peptic ulcer,0,0.0,0.0
66,Guam,percasive development disorder,0,0.0,0.0
66,Guam,peripheral vascular disease,0,0.0,0.0
66,Guam,personality disorder,0,0.0,0.0
66,Guam,peyronie's disease,0,0.0,0.0
66,Guam,poliomyelitis,0,0.0,0.0
66,Guam,polycystic ovary syndrome,0,0.0,0.0
66,Guam,post nasal drip,0,0.0,0.0
66,Guam,posttraumatic stress,0,0.0,0.0
66,Guam,posttraumatic stress disorder,0,0.0,0.0
66,Guam,premenstrual syndrome,0,0.0,0.0
66,Guam,preterm birth,0,0.0,0.0
66,Guam,propecia,0,0.0,0.0
66,Guam,psoriasis,0,0.0,0.0
66,Guam,reactive attachment disorder,0,0.0,0.0
66,Guam,renal failure,0,0.0,0.0
66,Guam,restless legs syndrome,0,0.0,0.0
66,Guam,rheumatoid arthritis,0,0.0,0.0
66,Guam,ringworm,0,0.0,0.0
66,Guam,rosacea,0,0.0,0.0
66,Guam,rotator cuff,0,0.0,0.0
66,Guam,scabies,0,0.0,0.0
66,Guam,schizoid personality disorder,0,0.0,0.0
66,Guam,sciatica,0,0.0,0.0
66,Guam,sexually transmitted disease,0,0.0,0.0
66,Guam,sinusitis,0,0.0,0.0
66,Guam,skin cancer,0,0.0,0.0
66,Guam,skin rash,0,0.0,0.0
66,Guam,sleep disorder,0,0.0,0.0
66,Guam,smallpox,0,0.0,0.0
66,Guam,social anxiety disorder,0,0.0,0.0
66,Guam,staphylococcus aureus,0,0.0,0.0
66,Guam,stomach cancer,0,0.0,0.0
66,Guam,streptococcal pharyngitis,0,0.0,0.0
66,Guam,sudden infant death syndrome,0,0.0,0.0
66,Guam,syphilis,0,0.0,0.0
66,Guam,systemic lupus erythematosus,0,0.0,0.0
66,Guam,tennis elbow,0,0.0,0.0
66,Guam,termination of pregnancy,0,0.0,0.0
66,Guam,testicular cancer,0,0.0,0.0
66,Guam,tooth decay,0,0.0,0.0
66,Guam,traumatic brain injury,0,0.0,0.0
66,Guam,ulcers,0,0.0,0.0
66,Guam,urinary tract infection,0,0.0,0.0
66,Guam,varicose veins,0,0.0,0.0
66,Guam,vertigo,0,0.0,0.0
66,Guam,williams syndrome,0,0.0,0.0
15,Hawaii,cancer,3777,25.57,-28.1648610008
15,Hawaii,depression,2758,18.67,-27.0013270486
15,Hawaii,anxiety,1810,12.26,-32.9591049724
15,Hawaii,hiv,1270,8.6,-0.488338582677
15,Hawaii,fever,629,4.26,3.16489666136
15,Hawaii,acne,401,2.72,-11.760074813
15,Hawaii,burns,398,2.69,2.08512562814
15,Hawaii,headache,341,2.31,-14.4335777126
15,Hawaii,aids,295,2.0,3.76216949152
15,Hawaii,flu,255,1.73,-12.6921568628
15,Hawaii,diabetes,223,1.51,-5.43497757847
15,Hawaii,autism,179,1.21,20.8753072626
15,Hawaii,disabilities,132,0.89,25.2177272727
15,Hawaii,scars,129,0.87,1.00682170543
15,Hawaii,obesity,116,0.79,-40.5743965517
15,Hawaii,brain cancer,101,0.68,-10.4075247525
15,Hawaii,hepatitis,98,0.66,2.09234693878
15,Hawaii,lung cancer,96,0.65,-36.8670833334
15,Hawaii,prostate cancer,96,0.65,7.23520833333
15,Hawaii,back pain,87,0.59,-28.6337931035
15,Hawaii,asthma,84,0.57,-10.3871428571
15,Hawaii,epilepsy,81,0.55,14.9339506172
15,Hawaii,breast cancer,62,0.42,-34.9864516129
15,Hawaii,arthritis,58,0.39,-0.470344827587
15,Hawaii,menopause,51,0.35,15.4678431372
15,Hawaii,fracture,49,0.33,-13.1993877551
15,Hawaii,itching,47,0.32,3.56021276596
15,Hawaii,ovarian cancer,47,0.32,-63.9214893617
15,Hawaii,heartburn,44,0.3,-13.7370454546
15,Hawaii,snoring,44,0.3,8.91159090909
15,Hawaii,pneumonia,40,0.27,-6.58375
15,Hawaii,diarrhea,39,0.26,17.7230769231
15,Hawaii,panic attack,36,0.24,-64.2805555555
15,Hawaii,memory loss,34,0.23,-18.6367647059
15,Hawaii,tuberculosis,31,0.21,-9.92903225806
15,Hawaii,down syndrome,29,0.2,7.81620689655
15,Hawaii,gout,29,0.2,0.758275862067
15,Hawaii,cholesterol,26,0.18,-16.7361538462
15,Hawaii,malaria,25,0.17,-16.0756
15,Hawaii,bipolar disorder,24,0.16,-50.9133333333
15,Hawaii,fibromyalgia,24,0.16,2.865
15,Hawaii,leukemia,24,0.16,4.94083333333
15,Hawaii,allergy,23,0.16,3.80739130435
15,Hawaii,brain tumor,20,0.14,-19.3055
15,Hawaii,dyslexia,20,0.14,11.703
15,Hawaii,gonorrhea,20,0.14,30.974
15,Hawaii,influenza,20,0.14,-12.397
15,Hawaii,phobia,20,0.14,-25.024
15,Hawaii,schizophrenia,20,0.14,-8.8015
15,Hawaii,hives,19,0.13,5.63473684211
15,Hawaii,hypertension,18,0.12,-11.9838888889
15,Hawaii,multiple sclerosis,17,0.12,5.47176470588
15,Hawaii,eating disorders,16,0.11,-31.18875
15,Hawaii,syphilis,16,0.11,6.79624999998
15,Hawaii,erectile dysfunction,13,0.09,-21.2876923077
15,Hawaii,miscarriage,13,0.09,1.4423076923
15,Hawaii,osteoporosis,13,0.09,1.44153846154
15,Hawaii,personality disorder,13,0.09,-18.5015384615
15,Hawaii,ulcers,13,0.09,-2.20846153846
15,Hawaii,alzheimer's disease,12,0.08,0.265
15,Hawaii,bone cancer,12,0.08,-36.455
15,Hawaii,heart failure,12,0.08,-30.1866666667
15,Hawaii,psoriasis,12,0.08,5.84666666667
15,Hawaii,sclerosis,12,0.08,3.49666666667
15,Hawaii,vertigo,12,0.08,5.83333333333
15,Hawaii,anemia,11,0.07,-35.3336363636
15,Hawaii,bad breath,11,0.07,-47.6181818182
15,Hawaii,cardiovascular disease,11,0.07,-25.7718181818
15,Hawaii,cervical cancer,11,0.07,-46.5172727273
15,Hawaii,hemorrhoids,11,0.07,-7.96727272727
15,Hawaii,parkinson's disease,11,0.07,24.0472727273
15,Hawaii,dandruff,10,0.07,2.082
15,Hawaii,infertility,10,0.07,-2.653
15,Hawaii,wart,10,0.07,-6.855
15,Hawaii,dehydration,9,0.06,-20.7322222222
15,Hawaii,endometriosis,9,0.06,-27.6011111111
15,Hawaii,preterm birth,9,0.06,-35.2133333333
15,Hawaii,testicular cancer,9,0.06,5.18111111111
15,Hawaii,infectious diseases,8,0.05,6.17375
15,Hawaii,mesothelioma,8,0.05,-5.91375
15,Hawaii,eye problems,7,0.05,-42.0328571429
15,Hawaii,freckle,6,0.04,15.3716666667
15,Hawaii,rosacea,6,0.04,16.0033333333
15,Hawaii,smallpox,6,0.04,2.04333333333
15,Hawaii,sunburn,6,0.04,13.0
15,Hawaii,tooth decay,6,0.04,-24.4483333333
15,Hawaii,traumatic brain injury,6,0.04,-62.7666666667
15,Hawaii,deafness,5,0.03,-51.536
15,Hawaii,joint pain,5,0.03,-21.042
15,Hawaii,skin cancer,5,0.03,-51.356
15,Hawaii,muscle pain,4,0.03,-51.06
15,Hawaii,osteoarthritis,4,0.03,23.3625
15,Hawaii,posttraumatic stress,4,0.03,-81.6975
15,Hawaii,rotator cuff,4,0.03,-30.7525
15,Hawaii,sciatica,4,0.03,-19.305
15,Hawaii,alopecia,3,0.02,47.53
15,Hawaii,dermatitis,3,0.02,2.88
15,Hawaii,diverticulitis,3,0.02,-31.78
15,Hawaii,head lice,3,0.02,43.4
15,Hawaii,herpes simplex,3,0.02,0.0
15,Hawaii,kidney stone,3,0.02,-15.89
15,Hawaii,neck pain,3,0.02,-55.4733333333
15,Hawaii,colorectal cancer,2,0.01,-46.645
15,Hawaii,conjunctivitis,2,0.01,7.53
15,Hawaii,gum diseases,2,0.01,0.0
15,Hawaii,hemorrhage,2,0.01,-13.51
15,Hawaii,hypothyroidism,2,0.01,7.22
15,Hawaii,juvenile diabetes,2,0.01,0.0
15,Hawaii,muscle cramps,2,0.01,1.29
15,Hawaii,post nasal drip,2,0.01,-20.095
15,Hawaii,renal failure,2,0.01,-76.03
15,Hawaii,ringworm,2,0.01,0.0
15,Hawaii,stomach cancer,2,0.01,-12.46
15,Hawaii,acute bronchitis,1,0.01,63.69
15,Hawaii,altitude sickness,1,0.01,0.0
15,Hawaii,anorexia nervosa,1,0.01,75.64
15,Hawaii,antisocial personality disorder,1,0.01,0.0
15,Hawaii,borderline personality disorder,1,0.01,0.0
15,Hawaii,celiac disease,1,0.01,0.0
15,Hawaii,crohn's disease,1,0.01,40.19
15,Hawaii,ear infections,1,0.01,-45.74
15,Hawaii,irritable bowel syndrome,1,0.01,0.0
15,Hawaii,melena,1,0.01,0.0
15,Hawaii,nail biting,1,0.01,0.0
15,Hawaii,posttraumatic stress disorder,1,0.01,-67.05
15,Hawaii,rheumatoid arthritis,1,0.01,-81.26
15,Hawaii,scabies,1,0.01,0.0
15,Hawaii,sleep disorder,1,0.01,63.69
15,Hawaii,acute respiratory syndrome,0,0.0,0.0
15,Hawaii,andropause,0,0.0,0.0
15,Hawaii,asperger syndrome,0,0.0,0.0
15,Hawaii,avoidant personality disorder,0,0.0,0.0
15,Hawaii,bedwetting,0,0.0,0.0
15,Hawaii,benign prostatic hyperplasia,0,0.0,0.0
15,Hawaii,bladder cancer,0,0.0,0.0
15,Hawaii,body dysmorphic disorder,0,0.0,0.0
15,Hawaii,bovine spongiform encephalopathy,0,0.0,0.0
15,Hawaii,bursitis,0,0.0,0.0
15,Hawaii,candidiasis,0,0.0,0.0
15,Hawaii,canker sores,0,0.0,0.0
15,Hawaii,carpal tunnel syndrome,0,0.0,0.0
15,Hawaii,chronic childhood arthritis,0,0.0,0.0
15,Hawaii,cradle cap,0,0.0,0.0
15,Hawaii,deep vein thrombosis,0,0.0,0.0
15,Hawaii,dependent personality disorder,0,0.0,0.0
15,Hawaii,diabetes mellitus,0,0.0,0.0
15,Hawaii,dissociative identity disorder,0,0.0,0.0
15,Hawaii,dysfunctional uterine bleeding,0,0.0,0.0
15,Hawaii,ear problems,0,0.0,0.0
15,Hawaii,edwards syndrome,0,0.0,0.0
15,Hawaii,gallbladder disease,0,0.0,0.0
15,Hawaii,gallstone,0,0.0,0.0
15,Hawaii,gastroesophageal reflux,0,0.0,0.0
15,Hawaii,genitak wart,0,0.0,0.0
15,Hawaii,gloerulonephritis,0,0.0,0.0
15,Hawaii,gynecomastia,0,0.0,0.0
15,Hawaii,heal pain,0,0.0,0.0
15,Hawaii,heart stroke,0,0.0,0.0
15,Hawaii,herniated discs,0,0.0,0.0
15,Hawaii,hiatal hernia,0,0.0,0.0
15,Hawaii,historic personality disorder,0,0.0,0.0
15,Hawaii,hyperglycemia,0,0.0,0.0
15,Hawaii,hyperthyroidism,0,0.0,0.0
15,Hawaii,infectious mononucleosis,0,0.0,0.0
15,Hawaii,iron deficiency anemia,0,0.0,0.0
15,Hawaii,irritable male syndrome,0,0.0,0.0
15,Hawaii,irritant diaper dermatitis,0,0.0,0.0
15,Hawaii,liver tumour,0,0.0,0.0
15,Hawaii,mucus in stool,0,0.0,0.0
15,Hawaii,muocardinal infraction,0,0.0,0.0
15,Hawaii,muscle fatigue,0,0.0,0.0
15,Hawaii,nephropathy,0,0.0,0.0
15,Hawaii,obsessive compulsive disorder,0,0.0,0.0
15,Hawaii,osteomyelitis,0,0.0,0.0
15,Hawaii,paranoid personality disorder,0,0.0,0.0
15,Hawaii,penis enlargement,0,0.0,0.0
15,Hawaii,peptic ulcer,0,0.0,0.0
15,Hawaii,percasive development disorder,0,0.0,0.0
15,Hawaii,peripheral vascular disease,0,0.0,0.0
15,Hawaii,peyronie's disease,0,0.0,0.0
15,Hawaii,poliomyelitis,0,0.0,0.0
15,Hawaii,polycystic ovary syndrome,0,0.0,0.0
15,Hawaii,premenstrual syndrome,0,0.0,0.0
15,Hawaii,propecia,0,0.0,0.0
15,Hawaii,reactive attachment disorder,0,0.0,0.0
15,Hawaii,restless legs syndrome,0,0.0,0.0
15,Hawaii,schizoid personality disorder,0,0.0,0.0
15,Hawaii,sexually transmitted disease,0,0.0,0.0
15,Hawaii,sinusitis,0,0.0,0.0
15,Hawaii,skin rash,0,0.0,0.0
15,Hawaii,social anxiety disorder,0,0.0,0.0
15,Hawaii,staphylococcus aureus,0,0.0,0.0
15,Hawaii,streptococcal pharyngitis,0,0.0,0.0
15,Hawaii,sudden infant death syndrome,0,0.0,0.0
15,Hawaii,systemic lupus erythematosus,0,0.0,0.0
15,Hawaii,tennis elbow,0,0.0,0.0
15,Hawaii,termination of pregnancy,0,0.0,0.0
15,Hawaii,urinary tract infection,0,0.0,0.0
15,Hawaii,varicose veins,0,0.0,0.0
15,Hawaii,williams syndrome,0,0.0,0.0
16,Idaho,depression,2052,21.33,-24.9507846004
16,Idaho,cancer,1857,19.3,-28.3664081853
16,Idaho,anxiety,1316,13.68,-24.8505015198
16,Idaho,burns,401,4.17,-3.04650872818
16,Idaho,autism,353,3.67,20.4144192634
16,Idaho,hiv,316,3.28,6.60825949367
16,Idaho,flu,285,2.96,-17.096
16,Idaho,fever,259,2.69,1.09254826255
16,Idaho,diabetes,243,2.53,-2.42592592593
16,Idaho,aids,240,2.49,4.19625
16,Idaho,headache,227,2.36,-2.22044052863
16,Idaho,acne,145,1.51,-7.02579310345
16,Idaho,disabilities,124,1.29,14.9647580645
16,Idaho,obesity,114,1.18,-2.41307017544
16,Idaho,scars,101,1.05,5.17396039604
16,Idaho,brain cancer,99,1.03,-12.8307070707
16,Idaho,pneumonia,70,0.73,-7.15157142857
16,Idaho,panic attack,55,0.57,-57.4309090909
16,Idaho,prostate cancer,53,0.55,-17.6009433962
16,Idaho,epilepsy,52,0.54,12.2105769231
16,Idaho,memory loss,50,0.52,-18.304
16,Idaho,breast cancer,48,0.5,-31.236875
16,Idaho,diarrhea,44,0.46,3.8475
16,Idaho,lung cancer,43,0.45,-52.8802325582
16,Idaho,allergy,42,0.44,8.71333333333
16,Idaho,asthma,42,0.44,7.18904761905
16,Idaho,phobia,40,0.42,-11.161
16,Idaho,tuberculosis,40,0.42,8.46275000001
16,Idaho,arthritis,39,0.41,-0.905128205133
16,Idaho,snoring,37,0.38,-3.47081081081
16,Idaho,malaria,35,0.36,-2.79771428571
16,Idaho,back pain,34,0.35,-32.0141176471
16,Idaho,brain tumor,34,0.35,-29.3835294118
16,Idaho,itching,34,0.35,16.3147058823
16,Idaho,leukemia,31,0.32,2.67870967742
16,Idaho,hepatitis,25,0.26,-1.966
16,Idaho,schizophrenia,25,0.26,3.3952
16,Idaho,eating disorders,23,0.24,-48.1713043478
16,Idaho,fracture,23,0.24,7.34434782609
16,Idaho,vertigo,23,0.24,-1.90304347826
16,Idaho,bipolar disorder,22,0.23,-54.5690909091
16,Idaho,parkinson's disease,20,0.21,12.175
16,Idaho,down syndrome,18,0.19,8.28944444444
16,Idaho,dyslexia,17,0.18,16.7723529412
16,Idaho,syphilis,17,0.18,-10.4629411765
16,Idaho,fibromyalgia,16,0.17,14.68375
16,Idaho,miscarriage,16,0.17,27.95625
16,Idaho,personality disorder,16,0.17,-35.380625
16,Idaho,cholesterol,15,0.16,26.81
16,Idaho,gout,14,0.15,-3.26071428571
16,Idaho,hemorrhoids,13,0.14,-3.69230769231
16,Idaho,hypertension,13,0.14,-7.98769230769
16,Idaho,menopause,13,0.14,24.1315384616
16,Idaho,heartburn,12,0.12,7.98583333333
16,Idaho,celiac disease,11,0.11,9.85999999999
16,Idaho,dehydration,11,0.11,-10.99
16,Idaho,gonorrhea,11,0.11,20.8390909091
16,Idaho,infertility,11,0.11,-4.93
16,Idaho,alzheimer's disease,10,0.1,6.58
16,Idaho,neck pain,10,0.1,-56.054
16,Idaho,cervical cancer,9,0.09,-47.4755555556
16,Idaho,influenza,9,0.09,-34.1555555556
16,Idaho,rheumatoid arthritis,9,0.09,-25.1555555556
16,Idaho,tooth decay,9,0.09,-39.1622222222
16,Idaho,endometriosis,8,0.08,-24.7825
16,Idaho,freckle,8,0.08,11.085
16,Idaho,hives,8,0.08,-4.65625000001
16,Idaho,osteoporosis,8,0.08,-14.02625
16,Idaho,rotator cuff,8,0.08,-14.47625
16,Idaho,alopecia,7,0.07,36.41
16,Idaho,joint pain,7,0.07,12.81
16,Idaho,sunburn,7,0.07,-26.7814285714
16,Idaho,traumatic brain injury,7,0.07,-28.5185714286
16,Idaho,cardiovascular disease,6,0.06,-46.9183333333
16,Idaho,heart failure,6,0.06,-18.3383333333
16,Idaho,mesothelioma,6,0.06,52.375
16,Idaho,ringworm,6,0.06,84.0716666667
16,Idaho,testicular cancer,6,0.06,31.1816666667
16,Idaho,bad breath,5,0.05,-56.502
16,Idaho,bone cancer,5,0.05,-60.26
16,Idaho,multiple sclerosis,5,0.05,0.0
16,Idaho,psoriasis,5,0.05,4.106
16,Idaho,sclerosis,5,0.05,0.0
16,Idaho,skin cancer,5,0.05,-28.724
16,Idaho,wart,5,0.05,-5.464
16,Idaho,anemia,4,0.04,-6.21999999998
16,Idaho,bedwetting,4,0.04,27.12
16,Idaho,deafness,4,0.04,3.025
16,Idaho,head lice,4,0.04,-17.02
16,Idaho,smallpox,4,0.04,0.4725
16,Idaho,ulcers,4,0.04,0.0
16,Idaho,borderline personality disorder,3,0.03,-9.13
16,Idaho,canker sores,3,0.03,-37.9666666667
16,Idaho,ear infections,3,0.03,21.3633333333
16,Idaho,erectile dysfunction,3,0.03,-21.5933333333
16,Idaho,infectious diseases,3,0.03,-17.5566666667
16,Idaho,obsessive compulsive disorder,3,0.03,-68.5966666667
16,Idaho,osteoarthritis,3,0.03,0.0
16,Idaho,ovarian cancer,3,0.03,-65.97
16,Idaho,sexually transmitted disease,3,0.03,16.4633333333
16,Idaho,sinusitis,3,0.03,0.0
16,Idaho,varicose veins,3,0.03,23.8633333333
16,Idaho,diabetes mellitus,2,0.02,-34.0
16,Idaho,dissociative identity disorder,2,0.02,-20.095
16,Idaho,gynecomastia,2,0.02,0.0
16,Idaho,sciatica,2,0.02,19.09
16,Idaho,skin rash,2,0.02,0.0
16,Idaho,stomach cancer,2,0.02,-33.98
16,Idaho,acute bronchitis,1,0.01,0.0
16,Idaho,antisocial personality disorder,1,0.01,-83.44
16,Idaho,asperger syndrome,1,0.01,0.0
16,Idaho,conjunctivitis,1,0.01,83.01
16,Idaho,crohn's disease,1,0.01,0.0
16,Idaho,dandruff,1,0.01,0.0
16,Idaho,dermatitis,1,0.01,0.0
16,Idaho,ear problems,1,0.01,0.0
16,Idaho,eye problems,1,0.01,-57.19
16,Idaho,hemorrhage,1,0.01,-74.3
16,Idaho,herpes simplex,1,0.01,38.18
16,Idaho,hyperthyroidism,1,0.01,-39.87
16,Idaho,hypothyroidism,1,0.01,-29.6
16,Idaho,muscle cramps,1,0.01,0.0
16,Idaho,nail biting,1,0.01,0.0
16,Idaho,peyronie's disease,1,0.01,-75.79
16,Idaho,posttraumatic stress,1,0.01,-67.05
16,Idaho,posttraumatic stress disorder,1,0.01,-67.05
16,Idaho,renal failure,1,0.01,10.27
16,Idaho,scabies,1,0.01,-80.74
16,Idaho,sleep disorder,1,0.01,27.32
16,Idaho,social anxiety disorder,1,0.01,-52.67
16,Idaho,tennis elbow,1,0.01,81.76
16,Idaho,acute respiratory syndrome,0,0.0,0.0
16,Idaho,altitude sickness,0,0.0,0.0
16,Idaho,andropause,0,0.0,0.0
16,Idaho,anorexia nervosa,0,0.0,0.0
16,Idaho,avoidant personality disorder,0,0.0,0.0
16,Idaho,benign prostatic hyperplasia,0,0.0,0.0
16,Idaho,bladder cancer,0,0.0,0.0
16,Idaho,body dysmorphic disorder,0,0.0,0.0
16,Idaho,bovine spongiform encephalopathy,0,0.0,0.0
16,Idaho,bursitis,0,0.0,0.0
16,Idaho,candidiasis,0,0.0,0.0
16,Idaho,carpal tunnel syndrome,0,0.0,0.0
16,Idaho,chronic childhood arthritis,0,0.0,0.0
16,Idaho,colorectal cancer,0,0.0,0.0
16,Idaho,cradle cap,0,0.0,0.0
16,Idaho,deep vein thrombosis,0,0.0,0.0
16,Idaho,dependent personality disorder,0,0.0,0.0
16,Idaho,diverticulitis,0,0.0,0.0
16,Idaho,dysfunctional uterine bleeding,0,0.0,0.0
16,Idaho,edwards syndrome,0,0.0,0.0
16,Idaho,gallbladder disease,0,0.0,0.0
16,Idaho,gallstone,0,0.0,0.0
16,Idaho,gastroesophageal reflux,0,0.0,0.0
16,Idaho,genitak wart,0,0.0,0.0
